date,title,artist,rank,peakPos,lastPos,isNew,weeks
2021-07-24,Volando,"Mora, Bad Bunny & Sech",89,89,0,True,1
2021-07-24,My Boy,Elvie Shane,90,88,88,False,3
2021-07-24,You Should Probably Leave,Chris Stapleton,91,90,90,False,2
2021-07-24,4 Da Gang,42 Dugg & Roddy Ricch,92,67,84,False,14
2021-07-24,transparentsoul,Willow Featuring Travis Barker,93,76,89,False,5
2021-07-24,De Museo,Bad Bunny,94,94,0,True,1
2021-07-24,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,95,95,95,False,2
2021-07-24,Wasting Time,Brent Faiyaz Featuring Drake,96,49,49,False,2
2021-07-24,All I Know So Far,P!nk,97,74,96,False,5
2021-07-24,Outside,MO3 X OG Bobby Billions,98,92,92,False,4
2021-07-24,Miss The Rage,Trippie Redd & Playboi Carti,99,11,94,False,10
2021-07-24,Next Girl,Carly Pearce,100,100,0,True,1
2021-07-17,Butter,BTS,1,1,1,False,7
2021-07-17,Good 4 U,Olivia Rodrigo,2,1,2,False,8
2021-07-17,Levitating,Dua Lipa,3,2,4,False,40
2021-07-17,Kiss Me More,Doja Cat Featuring SZA,4,3,3,False,13
2021-07-17,Montero (Call Me By Your Name),Lil Nas X,5,1,8,False,15
2021-07-17,Bad Habits,Ed Sheeran,6,5,5,False,2
2021-07-17,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),7,1,6,False,18
2021-07-17,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,8,1,7,False,16
2021-07-17,Save Your Tears,The Weeknd & Ariana Grande,9,1,9,False,30
2021-07-17,Deja Vu,Olivia Rodrigo,10,3,10,False,14
2021-07-17,Astronaut In The Ocean,Masked Wolf,11,6,12,False,21
2021-07-17,Rapstar,Polo G,12,1,13,False,13
2021-07-17,You Right,Doja Cat & The Weeknd,13,11,11,False,2
2021-07-17,Am I The Only One,Aaron Lewis,14,14,0,True,1
2021-07-17,Blinding Lights,The Weeknd,15,1,18,False,83
2021-07-17,Without You,The Kid LAROI,16,8,15,False,31
2021-07-17,Thot Shit,Megan Thee Stallion,17,16,16,False,4
2021-07-17,Forever After All,Luke Combs,18,2,19,False,37
2021-07-17,Heartbreak Anniversary,Giveon,19,16,20,False,21
2021-07-17,Fancy Like,Walker Hayes,20,20,34,False,3
2021-07-17,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,21,20,28,False,10
2021-07-17,Famous Friends,Chris Young + Kane Brown,22,21,21,False,15
2021-07-17,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,23,13,17,False,18
2021-07-17,Best Friend,Saweetie Featuring Doja Cat,24,14,22,False,26
2021-07-17,Lil Bit,Nelly & Florida Georgia Line,25,23,23,False,16
2021-07-17,Single Saturday Night,Cole Swindell,26,26,53,False,10
2021-07-17,Heat Waves,Glass Animals,27,19,25,False,25
2021-07-17,Leave Before You Love Me,Marshmello X Jonas Brothers,28,28,31,False,7
2021-07-17,Wants And Needs,Drake Featuring Lil Baby,29,2,26,False,18
2021-07-17,Yonaguni,Bad Bunny,30,10,27,False,5
2021-07-17,Blame It On You,Jason Aldean,31,31,35,False,11
2021-07-17,Late At Night,Roddy Ricch,32,20,33,False,5
2021-07-17,Drivers License,Olivia Rodrigo,33,1,29,False,26
2021-07-17,Telepatia,Kali Uchis,34,25,30,False,20
2021-07-17,Glad You Exist,Dan + Shay,35,35,54,False,22
2021-07-17,Mood,24kGoldn Featuring iann dior,36,1,37,False,48
2021-07-17,Wockesha,Moneybagg Yo,37,33,44,False,11
2021-07-17,Traitor,Olivia Rodrigo,38,9,39,False,7
2021-07-17,Todo de Ti,Rauw Alejandro,39,32,32,False,6
2021-07-17,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,40,40,50,False,6
2021-07-17,Ain't Shit,Doja Cat,41,24,24,False,2
2021-07-17,pov,Ariana Grande,42,27,36,False,18
2021-07-17,My Ex's Best Friend,Machine Gun Kelly X blackbear,43,20,43,False,47
2021-07-17,WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign",44,14,14,False,2
2021-07-17,Calling My Phone,Lil Tjay Featuring 6LACK,45,3,46,False,21
2021-07-17,Beggin',Maneskin,46,46,78,False,2
2021-07-17,Ball If I Want To,DaBaby,47,39,56,False,3
2021-07-17,Gone,Dierks Bentley,48,26,38,False,17
2021-07-17,Wasting Time,Brent Faiyaz Featuring Drake,49,49,0,True,1
2021-07-17,Red Light Green Light,DaBaby,50,50,51,False,2
2021-07-17,Things A Man Oughta Know,Lainey Wilson,51,51,70,False,8
2021-07-17,Favorite Crime,Olivia Rodrigo,52,16,62,False,7
2021-07-17,Settling Down,Miranda Lambert,53,41,52,False,17
2021-07-17,Way Less Sad,AJR,54,54,64,False,11
2021-07-17,Straightenin,Migos,55,23,61,False,8
2021-07-17,Ski,Young Thug & Gunna,56,18,63,False,12
2021-07-17,AM,Nio Garcia X J Balvin X Bad Bunny,57,41,41,False,2
2021-07-17,Arcade,Duncan Laurence,58,58,69,False,13
2021-07-17,Happier,Olivia Rodrigo,59,15,58,False,7
2021-07-17,You,Regard x Troye Sivan x Tate McRae,60,60,75,False,4
2021-07-17,my.life,"J. Cole, 21 Savage & Morray",61,2,65,False,8
2021-07-17,Chasing After You,Ryan Hurd With Maren Morris,62,62,77,False,10
2021-07-17,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,63,63,76,False,11
2021-07-17,Need To Know,Doja Cat,64,38,49,False,4
2021-07-17,Track Star,Mooski,65,31,71,False,20
2021-07-17,One Too Many,Keith Urban Duet With P!nk,66,62,74,False,30
2021-07-17,Hats Off,"Lil Baby, Lil Durk & Travis Scott",67,16,72,False,5
2021-07-17,Brutal,Olivia Rodrigo,68,12,73,False,7
2021-07-17,Build A Bitch,Bella Poarch,69,56,67,False,8
2021-07-17,Breaking Up Was Easy In The 90's,Sam Hunt,70,32,79,False,19
2021-07-17,Country Again,Thomas Rhett,71,71,86,False,10
2021-07-17,Fiel,"Los Legendarios, Wisin & Jhay Cortez",72,62,81,False,4
2021-07-17,Renegade,Big Red Machine Featuring Taylor Swift,73,73,0,True,1
2021-07-17,Waves,Luke Bryan,74,74,94,False,3
2021-07-17,We Didn't Have Much,Justin Moore,75,75,87,False,3
2021-07-17,Minimum Wage,Blake Shelton,76,67,80,False,9
2021-07-17,Follow You,Imagine Dragons,77,68,90,False,14
2021-07-17,"Jealousy, Jealousy",Olivia Rodrigo,78,24,89,False,7
2021-07-17,Come Through,H.E.R. Featuring Chris Brown,79,64,91,False,5
2021-07-17,Twerkulator,City Girls,80,51,96,False,5
2021-07-17,Cry No More,G Herbo Featuring Polo G & Lil Tjay,81,81,0,True,1
2021-07-17,Essence,Wizkid Featuring Justin Bieber & Tems,82,82,0,True,1
2021-07-17,A-O-K,Tai Verdes,83,83,0,True,1
2021-07-17,4 Da Gang,42 Dugg & Roddy Ricch,84,67,92,False,13
2021-07-17,Tombstone,Rod Wave,85,11,97,False,15
2021-07-17,Made For You,Jake Owen,86,32,83,False,20
2021-07-17,Having Our Way,Migos Featuring Drake,87,15,82,False,4
2021-07-17,My Boy,Elvie Shane,88,88,0,False,2
2021-07-17,transparentsoul,Willow Featuring Travis Barker,89,76,85,False,4
2021-07-17,You Should Probably Leave,Chris Stapleton,90,90,0,True,1
2021-07-17,I Was On A Boat That Day,Old Dominion,91,91,0,True,1
2021-07-17,Outside,MO3 X OG Bobby Billions,92,92,0,False,3
2021-07-17,Working,Tate McRae X Khalid,93,93,100,False,3
2021-07-17,Miss The Rage,Trippie Redd & Playboi Carti,94,11,98,False,9
2021-07-17,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,95,95,0,True,1
2021-07-17,All I Know So Far,P!nk,96,74,0,False,4
2021-07-17,What's Next,Drake,97,1,0,False,16
2021-07-17,Enough For You,Olivia Rodrigo,98,14,0,False,6
2021-07-17,Juggernaut,"Tyler, The Creator Featuring Lil Uzi Vert & Pharrell Williams",99,40,40,False,2
2021-07-17,Tell Em,Cochise & $NOT,100,64,0,False,4
2021-07-10,Butter,BTS,1,1,1,False,6
2021-07-10,Good 4 U,Olivia Rodrigo,2,1,2,False,7
2021-07-10,Kiss Me More,Doja Cat Featuring SZA,3,3,4,False,12
2021-07-10,Levitating,Dua Lipa,4,2,3,False,39
2021-07-10,Bad Habits,Ed Sheeran,5,5,0,True,1
2021-07-10,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),6,1,6,False,17
2021-07-10,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,7,1,5,False,15
2021-07-10,Montero (Call Me By Your Name),Lil Nas X,8,1,8,False,14
2021-07-10,Save Your Tears,The Weeknd & Ariana Grande,9,1,7,False,29
2021-07-10,Deja Vu,Olivia Rodrigo,10,3,9,False,13
2021-07-10,You Right,Doja Cat & The Weeknd,11,11,0,True,1
2021-07-10,Astronaut In The Ocean,Masked Wolf,12,6,10,False,20
2021-07-10,Rapstar,Polo G,13,1,11,False,12
2021-07-10,WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign",14,14,0,True,1
2021-07-10,Without You,The Kid LAROI,15,8,14,False,30
2021-07-10,Thot Shit,Megan Thee Stallion,16,16,17,False,3
2021-07-10,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,17,13,13,False,17
2021-07-10,Blinding Lights,The Weeknd,18,1,15,False,82
2021-07-10,Forever After All,Luke Combs,19,2,12,False,36
2021-07-10,Heartbreak Anniversary,Giveon,20,16,16,False,20
2021-07-10,Famous Friends,Chris Young + Kane Brown,21,21,21,False,14
2021-07-10,Best Friend,Saweetie Featuring Doja Cat,22,14,18,False,25
2021-07-10,Lil Bit,Nelly & Florida Georgia Line,23,23,24,False,15
2021-07-10,Ain't Shit,Doja Cat,24,24,0,True,1
2021-07-10,Heat Waves,Glass Animals,25,19,19,False,24
2021-07-10,Wants And Needs,Drake Featuring Lil Baby,26,2,20,False,17
2021-07-10,Yonaguni,Bad Bunny,27,10,22,False,4
2021-07-10,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,28,20,30,False,9
2021-07-10,Drivers License,Olivia Rodrigo,29,1,23,False,25
2021-07-10,Telepatia,Kali Uchis,30,25,25,False,19
2021-07-10,Leave Before You Love Me,Marshmello X Jonas Brothers,31,31,37,False,6
2021-07-10,Todo de Ti,Rauw Alejandro,32,32,36,False,5
2021-07-10,Late At Night,Roddy Ricch,33,20,32,False,4
2021-07-10,Fancy Like,Walker Hayes,34,34,51,False,2
2021-07-10,Blame It On You,Jason Aldean,35,34,34,False,10
2021-07-10,pov,Ariana Grande,36,27,27,False,17
2021-07-10,Mood,24kGoldn Featuring iann dior,37,1,29,False,47
2021-07-10,Gone,Dierks Bentley,38,26,26,False,16
2021-07-10,Traitor,Olivia Rodrigo,39,9,28,False,6
2021-07-10,Juggernaut,"Tyler, The Creator Featuring Lil Uzi Vert & Pharrell Williams",40,40,0,True,1
2021-07-10,AM,Nio Garcia X J Balvin X Bad Bunny,41,41,0,True,1
2021-07-10,Lemonhead,"Tyler, The Creator Featuring 42 Dugg",42,42,0,True,1
2021-07-10,My Ex's Best Friend,Machine Gun Kelly X blackbear,43,20,33,False,46
2021-07-10,Wockesha,Moneybagg Yo,44,33,35,False,10
2021-07-10,Lumberjack,"Tyler, The Creator",45,45,93,False,2
2021-07-10,Calling My Phone,Lil Tjay Featuring 6LACK,46,3,31,False,20
2021-07-10,Almost Maybes,Jordan Davis,47,43,43,False,23
2021-07-10,Hot Wind Blows,"Tyler, The Creator Featuring Lil Wayne",48,48,0,True,1
2021-07-10,Need To Know,Doja Cat,49,38,66,False,3
2021-07-10,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,50,50,64,False,5
2021-07-10,Red Light Green Light,DaBaby,51,51,0,True,1
2021-07-10,Settling Down,Miranda Lambert,52,41,41,False,16
2021-07-10,Single Saturday Night,Cole Swindell,53,50,50,False,9
2021-07-10,Glad You Exist,Dan + Shay,54,48,48,False,21
2021-07-10,Corso,"Tyler, The Creator",55,55,0,True,1
2021-07-10,Ball If I Want To,DaBaby,56,39,39,False,2
2021-07-10,I Don't Do Drugs,Doja Cat Featuring Ariana Grande,57,57,0,True,1
2021-07-10,Happier,Olivia Rodrigo,58,15,42,False,6
2021-07-10,Sir Baudelaire,"Tyler, The Creator Featuring DJ Drama",59,59,0,True,1
2021-07-10,Sweet / I Thought You Wanted To Dance,"Tyler, The Creator Featuring Brent Faiyaz & Fana Hues",60,60,0,True,1
2021-07-10,Straightenin,Migos,61,23,45,False,7
2021-07-10,Favorite Crime,Olivia Rodrigo,62,16,47,False,6
2021-07-10,Ski,Young Thug & Gunna,63,18,56,False,11
2021-07-10,Way Less Sad,AJR,64,59,59,False,10
2021-07-10,my.life,"J. Cole, 21 Savage & Morray",65,2,52,False,7
2021-07-10,Massa,"Tyler, The Creator",66,66,0,True,1
2021-07-10,Build A Bitch,Bella Poarch,67,56,57,False,7
2021-07-10,RunItUp,"Tyler, The Creator Featuring Teezo Touchdown",68,68,0,True,1
2021-07-10,Arcade,Duncan Laurence,69,61,61,False,12
2021-07-10,Things A Man Oughta Know,Lainey Wilson,70,58,58,False,7
2021-07-10,Track Star,Mooski,71,31,53,False,19
2021-07-10,Hats Off,"Lil Baby, Lil Durk & Travis Scott",72,16,55,False,4
2021-07-10,Brutal,Olivia Rodrigo,73,12,54,False,6
2021-07-10,One Too Many,Keith Urban Duet With P!nk,74,62,63,False,29
2021-07-10,You,Regard x Troye Sivan x Tate McRae,75,71,71,False,3
2021-07-10,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,76,73,73,False,10
2021-07-10,Chasing After You,Ryan Hurd With Maren Morris,77,77,78,False,9
2021-07-10,Beggin',Maneskin,78,78,0,True,1
2021-07-10,Breaking Up Was Easy In The 90's,Sam Hunt,79,32,60,False,18
2021-07-10,Minimum Wage,Blake Shelton,80,67,67,False,8
2021-07-10,Fiel,"Los Legendarios, Wisin & Jhay Cortez",81,62,62,False,3
2021-07-10,Having Our Way,Migos Featuring Drake,82,15,49,False,3
2021-07-10,Made For You,Jake Owen,83,32,65,False,19
2021-07-10,Manifesto,"Tyler, The Creator Featuring Domo Genesis",84,84,0,True,1
2021-07-10,transparentsoul,Willow Featuring Travis Barker,85,76,76,False,3
2021-07-10,Country Again,Thomas Rhett,86,73,75,False,9
2021-07-10,We Didn't Have Much,Justin Moore,87,85,85,False,2
2021-07-10,Woman,Doja Cat,88,88,0,True,1
2021-07-10,"Jealousy, Jealousy",Olivia Rodrigo,89,24,68,False,6
2021-07-10,Follow You,Imagine Dragons,90,68,81,False,13
2021-07-10,Come Through,H.E.R. Featuring Chris Brown,91,64,70,False,4
2021-07-10,4 Da Gang,42 Dugg & Roddy Ricch,92,67,89,False,12
2021-07-10,Get Into It (Yuh),Doja Cat,93,93,0,True,1
2021-07-10,Waves,Luke Bryan,94,90,90,False,2
2021-07-10,Wilshire,"Tyler, The Creator",95,95,0,True,1
2021-07-10,Twerkulator,City Girls,96,51,96,False,4
2021-07-10,Tombstone,Rod Wave,97,11,83,False,14
2021-07-10,Miss The Rage,Trippie Redd & Playboi Carti,98,11,82,False,8
2021-07-10,Rise!,"Tyler, The Creator Featuring Daisy World",99,99,0,True,1
2021-07-10,Working,Tate McRae X Khalid,100,94,94,False,2
2021-07-03,Butter,BTS,1,1,1,False,5
2021-07-03,Good 4 U,Olivia Rodrigo,2,1,2,False,6
2021-07-03,Levitating,Dua Lipa,3,2,3,False,38
2021-07-03,Kiss Me More,Doja Cat Featuring SZA,4,4,4,False,11
2021-07-03,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,5,1,5,False,14
2021-07-03,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),6,1,6,False,16
2021-07-03,Save Your Tears,The Weeknd & Ariana Grande,7,1,7,False,28
2021-07-03,Montero (Call Me By Your Name),Lil Nas X,8,1,9,False,13
2021-07-03,Deja Vu,Olivia Rodrigo,9,3,10,False,12
2021-07-03,Astronaut In The Ocean,Masked Wolf,10,6,8,False,19
2021-07-03,Rapstar,Polo G,11,1,11,False,11
2021-07-03,Forever After All,Luke Combs,12,2,12,False,35
2021-07-03,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,13,13,14,False,16
2021-07-03,Without You,The Kid LAROI,14,8,13,False,29
2021-07-03,Blinding Lights,The Weeknd,15,1,17,False,81
2021-07-03,Heartbreak Anniversary,Giveon,16,16,22,False,19
2021-07-03,Thot Shit,Megan Thee Stallion,17,16,16,False,2
2021-07-03,Best Friend,Saweetie Featuring Doja Cat,18,14,20,False,24
2021-07-03,Heat Waves,Glass Animals,19,19,21,False,23
2021-07-03,Wants And Needs,Drake Featuring Lil Baby,20,2,24,False,16
2021-07-03,Famous Friends,Chris Young + Kane Brown,21,21,28,False,13
2021-07-03,Yonaguni,Bad Bunny,22,10,18,False,3
2021-07-03,Drivers License,Olivia Rodrigo,23,1,19,False,24
2021-07-03,Lil Bit,Nelly & Florida Georgia Line,24,24,37,False,14
2021-07-03,Telepatia,Kali Uchis,25,25,30,False,18
2021-07-03,Gone,Dierks Bentley,26,26,32,False,15
2021-07-03,pov,Ariana Grande,27,27,33,False,16
2021-07-03,Traitor,Olivia Rodrigo,28,9,25,False,5
2021-07-03,Mood,24kGoldn Featuring iann dior,29,1,31,False,46
2021-07-03,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,30,20,34,False,8
2021-07-03,Calling My Phone,Lil Tjay Featuring 6LACK,31,3,29,False,19
2021-07-03,Late At Night,Roddy Ricch,32,20,35,False,3
2021-07-03,My Ex's Best Friend,Machine Gun Kelly X blackbear,33,20,36,False,45
2021-07-03,Blame It On You,Jason Aldean,34,34,44,False,9
2021-07-03,Wockesha,Moneybagg Yo,35,33,39,False,9
2021-07-03,Todo de Ti,Rauw Alejandro,36,36,45,False,4
2021-07-03,Leave Before You Love Me,Marshmello X Jonas Brothers,37,37,58,False,5
2021-07-03,What You Know Bout Love,Pop Smoke,38,9,41,False,42
2021-07-03,Ball If I Want To,DaBaby,39,39,0,True,1
2021-07-03,Time Today,Moneybagg Yo,40,31,47,False,20
2021-07-03,Settling Down,Miranda Lambert,41,41,50,False,15
2021-07-03,Happier,Olivia Rodrigo,42,15,40,False,5
2021-07-03,Almost Maybes,Jordan Davis,43,43,54,False,22
2021-07-03,Up,Cardi B,44,1,42,False,20
2021-07-03,Straightenin,Migos,45,23,23,False,6
2021-07-03,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,46,12,46,False,23
2021-07-03,Favorite Crime,Olivia Rodrigo,47,16,43,False,5
2021-07-03,Glad You Exist,Dan + Shay,48,48,57,False,20
2021-07-03,Having Our Way,Migos Featuring Drake,49,15,15,False,2
2021-07-03,Single Saturday Night,Cole Swindell,50,50,60,False,8
2021-07-03,Fancy Like,Walker Hayes,51,51,0,True,1
2021-07-03,my.life,"J. Cole, 21 Savage & Morray",52,2,56,False,6
2021-07-03,Track Star,Mooski,53,31,51,False,18
2021-07-03,Brutal,Olivia Rodrigo,54,12,52,False,5
2021-07-03,Hats Off,"Lil Baby, Lil Durk & Travis Scott",55,16,49,False,3
2021-07-03,Ski,Young Thug & Gunna,56,18,66,False,10
2021-07-03,Build A Bitch,Bella Poarch,57,56,67,False,6
2021-07-03,Things A Man Oughta Know,Lainey Wilson,58,58,81,False,6
2021-07-03,Way Less Sad,AJR,59,59,68,False,9
2021-07-03,Breaking Up Was Easy In The 90's,Sam Hunt,60,32,62,False,17
2021-07-03,Arcade,Duncan Laurence,61,61,74,False,11
2021-07-03,Fiel,"Los Legendarios, Wisin & Jhay Cortez",62,62,93,False,2
2021-07-03,One Too Many,Keith Urban Duet With P!nk,63,62,70,False,28
2021-07-03,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,64,64,78,False,4
2021-07-03,Made For You,Jake Owen,65,32,72,False,18
2021-07-03,Need To Know,Doja Cat,66,38,38,False,2
2021-07-03,Minimum Wage,Blake Shelton,67,67,76,False,7
2021-07-03,"Jealousy, Jealousy",Olivia Rodrigo,68,24,69,False,5
2021-07-03,Nobody,Dylan Scott,69,50,55,False,17
2021-07-03,Come Through,H.E.R. Featuring Chris Brown,70,64,0,False,3
2021-07-03,You,Regard x Troye Sivan x Tate McRae,71,71,100,False,2
2021-07-03,No Return,Polo G Featuring The Kid LAROI & Lil Durk,72,26,26,False,2
2021-07-03,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,73,73,90,False,9
2021-07-03,No More Parties,Coi Leray Featuring Lil Durk,74,26,75,False,20
2021-07-03,Country Again,Thomas Rhett,75,73,92,False,8
2021-07-03,transparentsoul,Willow Featuring Travis Barker,76,76,87,False,2
2021-07-03,Enough For You,Olivia Rodrigo,77,14,73,False,5
2021-07-03,Chasing After You,Ryan Hurd With Maren Morris,78,78,0,False,8
2021-07-03,Quicksand,Morray,79,65,91,False,20
2021-07-03,Gang Gang,Polo G & Lil Wayne,80,33,48,False,5
2021-07-03,Follow You,Imagine Dragons,81,68,96,False,12
2021-07-03,Miss The Rage,Trippie Redd & Playboi Carti,82,11,98,False,7
2021-07-03,Tombstone,Rod Wave,83,11,0,False,13
2021-07-03,Pick Up Your Feelings,Jazmine Sullivan,84,75,0,False,20
2021-07-03,We Didn't Have Much,Justin Moore,85,85,0,True,1
2021-07-03,Avalanche,Migos,86,27,27,False,2
2021-07-03,We're Good,Dua Lipa,87,31,0,False,18
2021-07-03,pride.is.the.devil,J. Cole & Lil Baby,88,7,84,False,6
2021-07-03,4 Da Gang,42 Dugg & Roddy Ricch,89,67,0,False,11
2021-07-03,Waves,Luke Bryan,90,90,0,True,1
2021-07-03,What's Next,Drake,91,1,0,False,15
2021-07-03,Lost Cause,Billie Eilish,92,27,77,False,3
2021-07-03,Lumberjack,"Tyler, The Creator",93,93,0,True,1
2021-07-03,Working,Tate McRae X Khalid,94,94,0,True,1
2021-07-03,Tell Em,Cochise & $NOT,95,64,0,False,3
2021-07-03,Twerkulator,City Girls,96,51,0,False,3
2021-07-03,Still Runnin,"Lil Baby, Lil Durk & Meek Mill",97,43,99,False,3
2021-07-03,How It Feels,Lil Baby & Lil Durk,98,34,80,False,3
2021-07-03,My Boy,Elvie Shane,99,99,0,True,1
2021-07-03,Outside,MO3 X OG Bobby Billions,100,99,0,False,2
2021-06-26,Butter,BTS,1,1,1,False,4
2021-06-26,Good 4 U,Olivia Rodrigo,2,1,2,False,5
2021-06-26,Levitating,Dua Lipa,3,2,3,False,37
2021-06-26,Kiss Me More,Doja Cat Featuring SZA,4,4,7,False,10
2021-06-26,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,5,1,4,False,13
2021-06-26,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),6,1,5,False,15
2021-06-26,Save Your Tears,The Weeknd & Ariana Grande,7,1,6,False,27
2021-06-26,Astronaut In The Ocean,Masked Wolf,8,6,8,False,18
2021-06-26,Montero (Call Me By Your Name),Lil Nas X,9,1,11,False,12
2021-06-26,Deja Vu,Olivia Rodrigo,10,3,9,False,11
2021-06-26,Rapstar,Polo G,11,1,14,False,10
2021-06-26,Forever After All,Luke Combs,12,2,13,False,34
2021-06-26,Without You,The Kid LAROI,13,8,12,False,28
2021-06-26,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,14,14,18,False,15
2021-06-26,Having Our Way,Migos Featuring Drake,15,15,0,True,1
2021-06-26,Thot Shit,Megan Thee Stallion,16,16,0,True,1
2021-06-26,Blinding Lights,The Weeknd,17,1,15,False,80
2021-06-26,Yonaguni,Bad Bunny,18,10,10,False,2
2021-06-26,Drivers License,Olivia Rodrigo,19,1,17,False,23
2021-06-26,Best Friend,Saweetie Featuring Doja Cat,20,14,22,False,23
2021-06-26,Heat Waves,Glass Animals,21,21,24,False,22
2021-06-26,Heartbreak Anniversary,Giveon,22,17,23,False,18
2021-06-26,Straightenin,Migos,23,23,87,False,5
2021-06-26,Wants And Needs,Drake Featuring Lil Baby,24,2,37,False,15
2021-06-26,Traitor,Olivia Rodrigo,25,9,19,False,4
2021-06-26,No Return,Polo G Featuring The Kid LAROI & Lil Durk,26,26,0,True,1
2021-06-26,Avalanche,Migos,27,27,0,True,1
2021-06-26,Famous Friends,Chris Young + Kane Brown,28,28,38,False,12
2021-06-26,Calling My Phone,Lil Tjay Featuring 6LACK,29,3,25,False,18
2021-06-26,Telepatia,Kali Uchis,30,30,33,False,17
2021-06-26,Mood,24kGoldn Featuring iann dior,31,1,30,False,45
2021-06-26,Gone,Dierks Bentley,32,32,40,False,14
2021-06-26,pov,Ariana Grande,33,33,39,False,15
2021-06-26,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,34,20,32,False,7
2021-06-26,Late At Night,Roddy Ricch,35,20,20,False,2
2021-06-26,My Ex's Best Friend,Machine Gun Kelly X blackbear,36,20,42,False,44
2021-06-26,Lil Bit,Nelly & Florida Georgia Line,37,37,50,False,13
2021-06-26,Need To Know,Doja Cat,38,38,0,True,1
2021-06-26,Wockesha,Moneybagg Yo,39,33,36,False,8
2021-06-26,Happier,Olivia Rodrigo,40,15,28,False,4
2021-06-26,What You Know Bout Love,Pop Smoke,41,9,45,False,41
2021-06-26,Up,Cardi B,42,1,29,False,19
2021-06-26,Favorite Crime,Olivia Rodrigo,43,16,26,False,4
2021-06-26,Blame It On You,Jason Aldean,44,44,51,False,8
2021-06-26,Todo de Ti,Rauw Alejandro,45,45,53,False,3
2021-06-26,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,46,12,41,False,22
2021-06-26,Time Today,Moneybagg Yo,47,31,49,False,19
2021-06-26,Gang Gang,Polo G & Lil Wayne,48,33,88,False,4
2021-06-26,Hats Off,"Lil Baby, Lil Durk & Travis Scott",49,16,16,False,2
2021-06-26,Settling Down,Miranda Lambert,50,47,55,False,14
2021-06-26,Track Star,Mooski,51,31,44,False,17
2021-06-26,Brutal,Olivia Rodrigo,52,12,35,False,4
2021-06-26,Black Hearted,Polo G,53,53,0,True,1
2021-06-26,Almost Maybes,Jordan Davis,54,51,59,False,21
2021-06-26,Nobody,Dylan Scott,55,50,52,False,16
2021-06-26,my.life,"J. Cole, 21 Savage & Morray",56,2,47,False,5
2021-06-26,Glad You Exist,Dan + Shay,57,57,63,False,19
2021-06-26,Leave Before You Love Me,Marshmello X Jonas Brothers,58,58,69,False,4
2021-06-26,Painting Pictures,Polo G,59,59,0,True,1
2021-06-26,Single Saturday Night,Cole Swindell,60,60,72,False,7
2021-06-26,Modern Day,Migos,61,61,0,True,1
2021-06-26,Breaking Up Was Easy In The 90's,Sam Hunt,62,32,62,False,16
2021-06-26,Toxic,Polo G,63,63,0,True,1
2021-06-26,Solar Power,Lorde,64,64,0,True,1
2021-06-26,Malibu,Migos Featuring Polo G,65,65,0,True,1
2021-06-26,Ski,Young Thug & Gunna,66,18,66,False,9
2021-06-26,Build A Bitch,Bella Poarch,67,56,61,False,5
2021-06-26,Way Less Sad,AJR,68,68,83,False,8
2021-06-26,"Jealousy, Jealousy",Olivia Rodrigo,69,24,57,False,4
2021-06-26,One Too Many,Keith Urban Duet With P!nk,70,62,78,False,27
2021-06-26,Type Shit,Migos & Cardi B,71,71,0,True,1
2021-06-26,Made For You,Jake Owen,72,32,74,False,17
2021-06-26,Enough For You,Olivia Rodrigo,73,14,54,False,4
2021-06-26,Arcade,Duncan Laurence,74,74,86,False,10
2021-06-26,No More Parties,Coi Leray Featuring Lil Durk,75,26,76,False,19
